id,address,country,region
2304c776-7f0c-4f55-89fc-596f9ee305e3,5952 Golden Leaf Place,Philippines,MY
0f2d507e-7ca9-439e-bfc9-f351a5a284a7,8 Welch Avenue,China,US
eb75f6db-400e-4e2c-92d5-6ca88e5ebd76,7 Maywood Lane,China,US
b60aff33-27bd-4075-8422-0054e964a467,377 Carey Court,Afghanistan,TD
75d8ed4f-74a9-426d-80ca-246e27408fb9,3432 Mcbride Drive,Argentina,UA
f492d2a0-ae2e-4067-a323-cdcd22ca5166,1804 Swallow Hill,Indonesia,US
0d8957c5-3ddc-470b-975d-9cbd63b80782,05 Goodland Hill,China,US
7759e8dd-f8e6-4915-b8ca-d4a900ac2bba,1392 Hallows Street,Indonesia,AO
bf2df209-45cd-464d-9226-0d39e9c9f21f,59185 Maryland Parkway,China,US
e7000787-45de-4cc8-990b-86bf23ab5672,03617 Ilene Junction,Philippines,MZ
7614013d-0ca6-4af3-b057-73e75afefdcc,80689 Golf Course Park,Brazil,US
17197966-6855-471d-a14b-d466da573bc0,622 Meadow Ridge Parkway,Sweden,NO
797e15b4-0744-4410-ad0e-4a2d35174115,11 Maple Wood Road,Germany,CA
a3c3d289-3dbc-4fc7-9aa7-22da5d7473e7,82 Anniversary Parkway,Portugal,SD
6cf3c346-9b3d-45d4-93f7-9c5333a8073e,8 Harper Court,China,IN
101b62d5-a7fe-4412-9606-95dd07fbe96a,35 Harper Pass,Canada,BF
f5838abb-e4ff-41c7-a529-8e6bad1608bd,52 Basil Place,Russia,US
dc3d5297-794b-4d16-84a7-feb8f282602a,391 Golf View Terrace,Latvia,GW
e4f73c24-af44-4ddc-8a76-911f3de918f6,603 Forest Point,Mayotte,US
065a9428-7141-459c-b75b-42ca1d993e0f,73 Merchant Court,Japan,SB
60558949-5d86-4434-bd89-4e9228a631f2,29 Rockefeller Court,Morocco,IN
9c921c50-a153-4baa-a685-d299a09ef731,5 Novick Junction,Indonesia,CO
50811f06-7d92-44c6-a4b2-85309fc0b3f7,43 Dovetail Hill,Armenia,CO
0964b3ed-5127-4c22-bd3d-300e5057f60f,6 Farragut Point,Nicaragua,US
1568377b-2129-4303-8713-fca73c56d0f8,9530 Daystar Way,China,IR
eb0e63d4-fc3f-436b-ae06-89fa74c67eea,049 Mallory Road,Indonesia,CA
669e61e0-7631-4a48-b981-5524657e8395,653 Fairview Way,Indonesia,US
382b6b77-719f-4096-a403-51cd9c0a5a13,190 Sycamore Junction,Brazil,ZM
c65b34e5-67a5-4943-b541-fd5b6849b3f0,75 Ludington Plaza,Cameroon,PG
c202d002-4828-4e3b-8bb0-baf3ff2580f3,783 Sycamore Circle,Russia,GA
f7052990-e900-4cb9-8caf-4a0aa92e72b9,96 Menomonie Trail,Portugal,JP
b9a64f69-32a3-4b1c-ae20-9f387740cfe9,3 Sachtjen Alley,China,AU
30b74814-1a4f-4e2f-9236-798ee7bafaa1,6610 Bunker Hill Hill,Vietnam,NO
748fb5f3-24b6-4a1c-8e05-ac62fd5e453f,84 Golf View Way,Colombia,RU
58c8a73c-fd30-4f39-8caf-235b4bca26d1,4225 Porter Plaza,Japan,LT
47386307-06db-4d5d-aef4-63b3dbd28726,2 Prairieview Alley,Colombia,PG
2934ce96-c86e-4472-8bed-f87cbd450df9,65 6th Plaza,Albania,CG
b95e46c2-6fd9-41de-a841-873e2e495cda,5 Parkside Plaza,Indonesia,RU
6eae415b-4324-4fd9-9800-1b34e83c925a,7 Tennyson Trail,Philippines,PG
0c3f2233-8b63-45e1-93a4-75e3679a620f,12990 Shopko Park,China,US
4d9656b2-3b65-42ff-a7ef-8adf9366331e,09 Sherman Park,Latvia,ID
550381ce-7804-4e0f-91b4-0507b31c5c51,2 Dwight Drive,Kenya,SD
cd4e843d-7791-4294-a0f4-a61319fe5441,7139 Carberry Street,Brazil,DZ
ba1c3eb0-2e1f-40c8-87b5-3d3789d8891f,858 Fairfield Junction,Tanzania,AU
25989a19-3577-4f00-a087-ee31d6d1d26c,8 Bashford Plaza,France,US
2594140e-f095-462a-bb51-ebed982fbbc8,20639 Loomis Drive,Madagascar,CI
b105b805-49a0-4474-9226-f243a2dbc6e7,8723 Mcbride Junction,China,CL
1e8b31bc-615b-4f70-8128-bfbb1b847509,77 Shelley Point,China,KI
165bc258-6b19-4d23-ab68-08c359464e35,869 Ramsey Circle,Indonesia,PK
0615d977-6d80-412a-a1f7-bc952e401147,4 La Follette Pass,Indonesia,US
8eea7070-ae4e-47e2-a937-f0df882f04da,5 Red Cloud Place,Poland,MX
33a1258a-e556-4272-b947-a87dae692804,6 Linden Parkway,Macedonia,AU
11460930-f702-4dca-9db5-da99d24edd10,31002 Kipling Terrace,Iran,US
32c8bb19-9a96-4aec-a433-83249f527bb8,66 Everett Hill,Indonesia,CA
c4596792-46e4-415b-a8e0-1c1ddb498078,12 Macpherson Way,Russia,RO
30bd469f-cfd7-4202-aca7-0f298ace1562,48 Dahle Terrace,Dominican Republic,BR
59d0e016-1b4e-4ff9-9ae5-46b386878968,15 6th Court,Russia,US
1a8b0662-9e19-45f4-8695-8b4f16e708f7,42489 Spenser Junction,Nigeria,AU
6576d9c7-c69b-4506-a2a1-5d63da5bb1e0,7 Express Point,Russia,ID
d9be6bf8-cb42-4370-9db3-5d5b3ff6ef6b,8149 Becker Street,South Africa,IT
f238eb8e-1b6b-4127-b5ef-b125bbcccc88,11 Green Avenue,China,MY
0f6909de-4dc0-4e44-a831-dceb36d2338a,68972 Stone Corner Street,Colombia,US
6b11ec1b-d98f-4ac9-80c2-ccc1f633bd45,3 Maple Wood Lane,Marshall Islands,CO
c36c9285-bb39-4dbf-97ac-f5d387e8ec1d,98589 West Pass,Russia,US
00ddfe24-01dc-48c8-a5af-c93ff5f7e648,37478 Columbus Terrace,Guatemala,AU
d67f42cd-a998-4f1a-a48c-32ecd116c847,9 Nova Pass,Indonesia,EG
8550786f-b774-4a8e-915b-be5cd9c32884,21429 Myrtle Terrace,Indonesia,CN
1a155c83-0962-40be-909c-ac17ad7640cf,1395 Barnett Drive,China,US
d1ac2402-8270-4d4b-a11d-b311d0049965,1588 Stang Park,China,CN
2036b528-ce61-4cda-9fef-1dadbb5233b8,21127 Blue Bill Park Road,Philippines,AR
b89120c2-10a9-4e5b-b98d-5d337cb11ef8,47 Havey Pass,China,US
7a03b241-e75b-488c-bba4-4abc2bba7f89,1687 Oak Valley Street,Japan,ZA
cd7c4dcf-d5b7-40fd-a22c-7cd989da29cb,7 Hoard Place,Russia,US
41899566-f092-4628-9206-1c4d1f5d4281,4619 Buell Point,Indonesia,US
6cd8f0c6-30d7-4e1d-bdb8-f672a47d9466,1 Warbler Park,China,AU
8b1f1a82-a14a-4c23-a611-6d33565c83b2,79 Waxwing Parkway,Russia,US
7c4551a0-c756-47d6-a07d-28ecf0db9480,185 Starling Way,Indonesia,PH
8f2cefd7-e74f-4249-8652-3039556038c3,22398 West Place,Bhutan,CA
0ad625d1-0406-48c9-8fb4-2501dd7ba11c,27833 Vernon Plaza,South Korea,FR
5315b923-48a0-4fca-9954-5e223a08a3bf,886 Mosinee Park,Russia,MV
4c2f7b40-3efe-4347-8f63-77985e81c8dc,529 Pepper Wood Center,France,PG
1e5f0e48-40ce-4204-b7b9-7b0f69646c1e,1 Thackeray Way,Brazil,FR
80f5e523-a577-4608-9385-0157d7a72617,385 Pierstorff Parkway,Indonesia,AU
1c534564-e557-41f7-aa34-84aa201eff2e,562 Hollow Ridge Park,Indonesia,MX
e1e0953e-3ee8-47bd-bd9a-f36cf48aea9c,92474 Old Shore Plaza,China,US
34aadf53-0607-4bd0-a123-6e38f89b0bd3,77 Mendota Center,Canada,BO
76cd4fa0-3cf0-4414-b162-f3e6779f2c6b,937 Moulton Alley,Indonesia,NZ
3f53ff5f-6e90-4ed5-a0a5-9bf5666e7a44,5395 Duke Park,Morocco,CA
e632afd0-c445-4ebc-b975-7d0f7b99f651,6 Mcbride Point,Indonesia,GA
147528b9-f47c-473e-bc9c-79f7628ba759,92341 Corben Road,China,SB
4e60550c-fa68-42bc-a656-7616839181fc,091 Elmside Avenue,Indonesia,US
133290ad-b06b-482d-9c05-42ba00702e73,902 Quincy Terrace,China,CN
746251ce-2433-4882-9bb5-ce2a2851bf27,56163 Village Drive,Ukraine,TW
698c3bf9-1991-4470-a157-a449382e346f,005 Birchwood Trail,Poland,ID
6e7c12b0-5399-45e2-a627-baa21bb06021,42 Marquette Drive,China,PG
fa923c2a-e71b-45cd-b6d2-941ef7136ff5,10044 Crowley Junction,China,CA
429e87d2-a5dc-42c8-a3da-9d295c478c92,00 Hermina Terrace,Honduras,CA
2ba2e05a-e2ca-45b2-b8de-071bf850291a,68 Lake View Place,Cape Verde,ID
c3121bb0-d965-44e7-af86-9576a31607f4,71 Meadow Valley Terrace,Ireland,CO
79f74b75-b399-4b50-8246-e7dd5d07d70d,9960 Grasskamp Trail,Mongolia,MX
28cc4b4e-9467-4233-a928-0c819c432e89,863 David Parkway,China,BD
077b5953-1d0e-42de-b7d4-6656471e528a,90 Trailsway Street,Czech Republic,US
b9887fe5-365b-48b6-a919-6182309497af,41 Arapahoe Trail,Thailand,US
20b1ab6d-c76b-4029-b0b7-930e95a158dd,66 Mayfield Avenue,Indonesia,US
60277aec-6c8e-47c7-908f-bdc9810ffcba,61 Raven Street,Nigeria,CN
ee06b0ba-676f-416f-898d-9936100e9121,522 Lakeland Circle,China,JP
2eeee839-e8ef-4add-83b2-6f80d2e95aa9,7 Sunbrook Junction,China,IT
2408d914-420f-465c-916a-cf239297a40e,68139 Corscot Avenue,Brazil,MZ
39db4d4f-a2a4-4c70-9c5d-108e6d2cabc2,48258 North Lane,Russia,CU
de477a40-6639-4dd2-82f7-69f38b875096,96322 Esch Way,Czech Republic,CN
028fa3b2-d74b-4fac-9084-6318517f0659,25519 Superior Park,Philippines,DK
ebae7621-2dee-4dfe-b99c-fd3f665c1892,479 Northport Court,Czech Republic,KE
e6726ca3-934c-40ad-8732-86be4da53a8b,1986 Logan Place,Peru,GB
fd1c4bef-5bdd-4ca3-8b09-23d838ba9e33,6 Melby Place,Indonesia,BD
a18402d7-e017-4508-a90f-257b5a8beaf1,559 Killdeer Park,Bangladesh,SE
3207248d-0183-41dc-b445-74795beedfca,69034 Lyons Drive,Japan,PE
0f3d72d9-ea22-4b11-8c12-5e998eb3b34b,4037 Glendale Junction,Russia,CN
f9a09198-b1b6-4cf3-8291-9319b40c8410,585 Brentwood Trail,Ukraine,ES
e6442478-b16d-4f4f-a7fd-dd107d37847f,0190 Village Green Center,France,US
2f46b3d9-a20e-42c6-af23-354984973f2a,56 Stoughton Park,Mexico,FR
1f365abe-1b03-4325-af07-115990b7c57c,07 Duke Avenue,Philippines,CA
ba02816c-cbfa-4ae0-b2ff-ad5cabc9d5c8,569 Clarendon Alley,Philippines,BR
e57ef0d0-6068-4879-b853-5889c911bf21,28669 8th Circle,Thailand,US
f4bd2ab2-96af-4f9e-ab3c-e4ab4fc3478b,9 Upham Place,Russia,CA
2765a2d7-accb-4bfb-bf6b-eb705ede3275,7 Gulseth Hill,Cameroon,NO
ef324594-bcca-4f21-8d11-e3a8560facfa,8 6th Circle,Belarus,ES
314f87ef-404a-455f-92a8-721406e5ed5a,46 Warner Point,Pakistan,PG
f3a07c40-65f7-4590-8e21-c80daf6d8355,64 Monica Center,Philippines,ID
181dd5c4-5e93-41d6-9ac1-aece30228f3e,50 Union Circle,China,US
f3d0aff0-5a63-4fe1-a8b4-0c1fe8a6531c,17 Garrison Trail,Czech Republic,PG
f68ed667-c45b-4965-935d-380cf93311db,73 Ridge Oak Lane,Belarus,JP
1c1c8a52-3202-424d-b030-43b401d09485,4953 Anderson Court,Indonesia,CG
6cb4c594-4425-40e1-a96b-4d37b7dd5594,9 Del Sol Road,Thailand,US
a2a75d39-a8fd-4d71-9493-201d25e185e4,5 Sugar Drive,Mexico,MG
c7b77bc8-44f5-4551-bedc-27dd7e948e4e,38 Pawling Avenue,Bangladesh,NZ
9dc06a63-f9b1-4f2a-b2ae-150f59968dab,6464 Pawling Center,Russia,AR
0c82d621-049d-4f19-aa13-7738a6f5813c,751 Lakewood Avenue,Poland,GA
4aef88e7-86bc-40a9-8261-1f6de9cd1a5e,25176 Dryden Alley,Ukraine,CA
cbf47ac9-1269-42f6-9437-5a64debe7e1a,140 Rigney Plaza,China,ID
59fe7d5a-69ef-42e2-b90d-ca0db3d9db4c,44182 Anzinger Parkway,Nigeria,ES
040f86e9-f117-4bf2-a83c-e0bbfe03ac9d,795 Fordem Street,Venezuela,TM
e0a0400d-366b-4209-b016-2984d95a3dc8,24003 Norway Maple Parkway,Russia,TR
5277e119-094a-40fd-9c27-1899d6b21442,90664 Corry Alley,Ireland,CA
4eb219f8-16a4-4a21-9673-016db27a20d3,69 Forest Dale Center,Indonesia,VU
99ce45d3-ff83-4e1e-921d-6da032c4b69e,679 Chinook Road,Portugal,IN
a0e9ecd0-d96a-44a8-873d-e6f5d4a589a4,671 Shasta Avenue,Peru,HN
7d901c09-7bc5-42cd-9af7-a6d2076fb3c5,021 Corscot Center,Bulgaria,AU
503a5f85-5647-4098-94e5-24020a1d31d3,521 Goodland Crossing,Czech Republic,IN
1fae7a49-e22d-4aa9-87e0-771e39e24b8f,0 Manitowish Terrace,Dominican Republic,PG
c8d9e09e-12c9-440f-adc6-7e46327cd7dc,9740 3rd Point,China,US
993ee32f-0eed-4925-b0e3-8baa1a7bf552,9279 Doe Crossing Terrace,Afghanistan,AU
e823170d-873e-4513-b6c8-39f1ede4faef,87 Autumn Leaf Parkway,China,BF
dbcdbf70-68d6-4dfa-a57f-89e3f2d425d4,0983 Bonner Drive,Indonesia,BR
f4a13ddc-50d7-47d6-9763-97165cafb2ff,3 Petterle Avenue,Canada,CA
f9c1c55b-53ee-40a7-bca5-86954388c90b,8 Oxford Way,Portugal,IQ
d7119c18-6b90-43b0-ade4-e608cf7007bc,1387 Larry Terrace,China,BR
34369f6b-56f4-456c-a6d6-c7284cb96e9b,989 Carberry Street,China,SS
f68d0323-6bcb-4ffa-8e13-d6eaea3b01a9,96 Maple Road,Philippines,US
6a946e5e-c7b8-4a69-a56a-5ce79580a763,2777 David Parkway,Syria,AU
41f2d843-510e-46a0-b3cf-e30e74a0e52c,803 Macpherson Park,Italy,MX
eef153c3-1ca5-434a-b0b0-2dd1ee3a755b,58086 Cascade Parkway,Indonesia,US
4c30a217-151b-41c2-b037-9e8cbdffb041,402 Roth Center,Iran,US
e127115e-61b7-4c00-8ae9-f6cbc0cbd107,5 Nancy Court,China,BG
2ff50c23-bc90-4427-8216-28101a5602c3,87 Russell Lane,Brazil,PG
0fb08251-b306-476a-942f-7f56e0271476,3 Canary Parkway,Argentina,PE
3a26bc33-0168-43a5-a7dc-df9fab4c0246,5 American Place,Portugal,US
dc671d64-638e-447f-bf92-2ae6c337af34,4870 Mariners Cove Center,Poland,US
14e5884c-1b45-4ef2-aa93-767f24457271,4 Brentwood Way,Philippines,GL
fd82fd6d-f92d-4aee-9c94-90ba46fc6f36,38600 Warner Park,Kyrgyzstan,UZ
0dc3db41-c298-41e1-bc86-4d549ea80aeb,5497 Eagan Hill,Afghanistan,KR
09c08fbf-f3e9-4d40-992d-2a22ed40f906,08 Moland Court,Colombia,US
2ebbf03b-475c-4306-ab09-8ee09beb7520,05 Manufacturers Road,Indonesia,IR
02cddb2b-8a3d-4a2f-b797-1669efdb98f7,64 Shopko Street,Canada,GQ
0a3ef028-4bff-477d-9da7-cb7c07cd3cdb,7617 Westport Court,Russia,CD
acc8b7ae-7484-4fd2-8bc6-b5c3062dbfad,5065 Barby Drive,China,PF
3cd21d71-304c-4efc-a970-1b091130cc86,0123 Gulseth Center,China,US
8c186126-bb78-4713-bfcc-080b131b675b,84596 Jackson Avenue,China,US
9f9bca1e-137b-4399-b7fc-fb4fd64bc891,888 Merchant Park,Serbia,US
aa40852d-c53a-4c6e-b5a6-17ec286613f5,6 Riverside Hill,Bulgaria,US
eae4cf98-3f68-4116-b941-93f66bc92b81,6556 Mifflin Junction,Argentina,VU
f02944ea-4767-4e91-89f3-9a3addf84b20,6 Hintze Circle,Russia,DZ
14eed7a4-4b39-457b-842a-ad68dde58dd3,127 Debra Avenue,Somalia,GB
f5a9aba7-607e-4a45-affe-588c9e2f885e,37132 Grim Trail,Russia,VE
2ca18acf-ce0d-4acc-897a-566a8dbb6680,6 Carey Drive,Indonesia,CO
b2fffc02-898b-4b4f-b032-854e0bfada73,49 Eliot Parkway,Ukraine,US
25470600-f3e9-44f5-b05e-a7996834a48f,22 Jay Street,Somalia,GT
79d64233-86f5-4c0a-b24d-a445fbe5d8ed,3533 Grover Court,China,RU
80fbbe91-fc80-4867-9460-ff96e595d74d,01027 Cottonwood Park,Russia,CA
11089d53-fdbc-42a0-ad36-fd05cdd2de3e,34 Declaration Pass,China,GA
351c87ef-8a57-4966-9fe7-784f455c1bbe,67982 Scofield Way,Indonesia,PF
ff86bada-3549-4c90-aba0-eb6a6b953ea0,2 Sommers Lane,Mexico,US
449e2599-f3f7-4b20-951f-1fb6ad4c1ecc,47 Northview Lane,Madagascar,PE
9105f52f-2bee-469d-ba00-088b67279efe,1 Judy Way,Argentina,US
e162bb12-a617-4291-81c2-fa30d0d2b847,758 Northridge Plaza,Russia,AU
3f824b7a-871a-419c-a53e-903d692085f6,0 Hazelcrest Court,Denmark,US
dd9260e4-a1ed-4fad-b6f3-9ca3c0ee15e9,6 Colorado Drive,China,RU
ac6ecedd-5597-4553-9990-9ada8175b7d2,6 Sycamore Drive,Norway,PG
43db0cef-a555-41a3-9982-0e2fd117ef3f,4469 Almo Crossing,Czech Republic,DE
ff1b837f-01f6-4337-8e96-103926071606,4528 Sutherland Drive,China,AU
fcfbb10d-5015-4a13-bb5e-b87d48d09b1d,23 Bunting Drive,Botswana,PG
30d8aa2a-7bee-464a-971b-21fa28e04035,71 Vidon Point,United States,BR
c336210b-88a0-44ad-a0aa-2f0fc60d9cee,929 Rieder Lane,China,CO
d525de24-9170-4b6e-ba45-2a5953ba7256,327 Waywood Road,Ukraine,BF
9a681088-b05e-4e4c-aab3-9ca7efb1a59e,30 Talmadge Place,Cape Verde,CN
336b0e0f-79a5-423b-9622-2cd6df85ec5d,740 Declaration Trail,Sweden,SA
2c98dcfc-049e-444e-8c43-5018efc109e4,28 Quincy Court,Indonesia,PE
447a5785-9952-45c6-bb6c-9cbe6d102acc,2 Stang Lane,Portugal,VE
5fdaea59-dde0-4b24-b348-99f622084631,4446 Petterle Terrace,Iraq,ID
aa5ffb7d-93ff-4396-88b4-209d1d3eef12,5 Loomis Street,Czech Republic,JP
9b110fdc-a371-41f3-be93-cb2d3aae26ab,5245 Shasta Alley,Czech Republic,US
67ab6dd2-0c17-4a7e-a6a1-ca50d780332f,306 Ramsey Crossing,Sweden,GB
03408f51-d89a-4f87-b734-546726054805,7210 Thompson Pass,Greece,US
057a1c9b-c998-4505-aa66-ec6ecf137de7,65106 Ilene Pass,Indonesia,MG
37830206-bf97-41bc-83c8-026820d45161,851 Bashford Crossing,Ukraine,US
8bd0c63a-421d-4182-8391-5a5195a3aef2,79 Hazelcrest Pass,France,AR
094c888a-1125-4955-be11-5fad3f535172,65645 Autumn Leaf Center,China,US
0ab7f246-b4d1-445e-94da-6d2c0a09c198,6163 Blue Bill Park Road,Russia,CA
375d7a0e-edde-4783-971b-f48e763a9751,7613 Gerald Terrace,Argentina,SB
77f81e68-27ca-479c-b21f-33db50130064,01227 Bunting Hill,Bosnia and Herzegovina,FR
c71b0fa1-d1ff-417f-b59f-c668f0e9a931,4464 Arapahoe Circle,Italy,UA
f5459d75-845a-4e91-89a4-dc5c168efab4,3910 Grasskamp Trail,Indonesia,BT
84d4e97a-039b-47f8-baee-f765aaf622ef,06993 Ryan Center,Netherlands,KZ
47b956e0-fd41-441c-adf0-637bdcaa977c,342 Bowman Trail,Bulgaria,CA
3a7b9494-6d9d-4769-b388-52dd77def5df,56 Park Meadow Junction,Czech Republic,US
7de0db67-df6f-4730-a6c1-4880067d675a,3989 East Park,Argentina,BS
c4375a97-f977-4aa5-92a6-470bd04a8e79,81905 Harbort Terrace,Malaysia,BR
4084a087-2ce3-46e3-bf9a-70c63b6965bc,98 Sommers Crossing,China,KZ
02104ddc-c1c9-4723-b609-4f6a7c101329,91292 7th Street,Czech Republic,DE
b9a6742f-c4c6-454d-aa65-704baed59069,9234 Redwing Circle,Philippines,SD
01952f5f-6f1c-4b5f-a89a-6e326cf5e827,37 American Plaza,Japan,PG
df317b4d-a344-4598-927c-6cc0c039170f,705 Butterfield Trail,Egypt,BR
616dfee3-14bc-4b30-b474-06394a79e15f,269 Autumn Leaf Parkway,United States,US
8cdfc153-1f64-4fe6-b6ef-afe24693d2e9,3903 Clarendon Plaza,Portugal,US
a74febbe-3d89-433b-a64a-1a4f985d56ef,5285 Artisan Place,Democratic Republic of the Congo,MX
62b66cfe-6061-42e8-bb04-610746138eb1,48620 Eastwood Alley,Indonesia,OM
42a1eeca-34fc-44af-95a8-2280987f52dc,09770 Carioca Park,Poland,CA
1bd6b92d-ed81-4b88-8550-f39fc237d852,1 Hanson Pass,South Korea,AR
3666ed94-0e4b-4475-a8a5-f234f75d3833,261 Hallows Crossing,China,HT
135318e0-b09a-4faf-bb8b-adcd32cc3183,7744 Swallow Pass,Burkina Faso,MX
3f141601-e3d7-4df4-8147-163626d200c6,50 Ridgeview Crossing,Indonesia,JP
e389157d-6ab1-440f-a22b-2c70eb2cd170,14929 Springs Crossing,Poland,US
b097a923-3ff8-4135-893d-3eb4e2e4456c,76523 Carberry Hill,Indonesia,PH
0a9682ac-9162-49df-8456-efb938b75d3f,1 Summit Lane,China,US
589de635-4e0c-47d2-8928-cc87310091bb,58 Ruskin Pass,China,NZ
5cbe71fb-47ab-41f2-9447-5a3288a265ca,500 Larry Point,Ethiopia,SE
16d606de-e41f-4817-b6f4-5cc4f764f01c,36 Forest Trail,Netherlands,US
1a24f47d-3914-47de-a2aa-cc9c63a71a4f,5 Forster Junction,Portugal,PG
c10d5d8a-4834-452d-9c5e-cc2b4499c67a,27 Summer Ridge Center,Brazil,MG
aae22f56-62a6-4d4b-9860-2ecf15e4cf50,8898 Meadow Ridge Plaza,China,US
054e2c1e-b855-4db8-ae49-61f556a95954,2945 Ridgeview Junction,China,PG
6a91fd94-bba7-4d5c-9e89-2f4ee6264253,2 Alpine Trail,China,SD
45903c97-80cb-419b-b118-3ece1d881d08,3 Lerdahl Pass,Benin,AR
c6a8e181-b576-4379-b11c-6aebd3cc6b76,1766 Pawling Crossing,Poland,RU
8ef786f7-55f6-4ece-b2ac-6f905a59902e,1 Kipling Trail,Greece,RU
d5a531c4-de15-409b-8977-f85cd07ae164,612 Hoepker Circle,Macedonia,US
d7b9d499-dafe-4839-8121-2fa7320221d3,15280 Merrick Point,Colombia,US
4e9827ef-81d7-4bf0-9cc2-0312672df5e7,17027 Gateway Plaza,Indonesia,SB
4973608c-412e-4f14-8ff5-18449226b96f,1042 Kennedy Center,Micronesia,GY
b146ad2d-6a90-466d-82c1-10b6450a072a,287 Debs Plaza,China,AU
e2af879a-ba33-4116-9618-f1d8bb1fef42,80818 Del Sol Road,Sweden,UA
daa98906-918b-46c3-afa6-bb0a30657e36,6762 Shasta Alley,Portugal,LT
95a0dc62-b4f3-4b3b-ae6b-d32a6fbe43b4,44 Warner Court,Russia,LR
168dbe0f-f6ec-4e9f-a5a3-70dd81044898,88858 Arkansas Point,Ireland,KI
d65dc75f-778b-45ff-ace9-ff1b5a408eee,79276 Victoria Pass,Russia,CN
66bad2fb-481d-4a82-971f-6551298fe330,7583 Dryden Point,Russia,FR
a49d8985-d5d6-4ec4-9fed-846d1320d3a9,98209 Coolidge Alley,China,YE
3c03909f-cf63-48c4-ae8d-89b843f7f386,831 Hauk Park,Thailand,MX
9ab2af34-0b84-4d0d-bd4d-3796ce8b7cb3,8 Del Mar Drive,China,IS
daa2ae54-54b1-4fd9-8e34-4d75fa9ff653,033 Blackbird Crossing,Russia,CN
